sample,total_count,cell_type,population,percentage
549,100015,cd4_t_cell,25099,25.095235714642804
549,100015,b_cell,10411,10.409438584212369
549,100015,nk_cell,17993,17.990301454781783
549,100015,monocyte,18220,18.217267409888514
550,97763,cd8_t_cell,24540,25.10152102533678
550,97763,cd4_t_cell,34316,35.10121416077657
550,97763,b_cell,9160,9.369597905137935
550,97763,nk_cell,10341,10.57762139050561
550,97763,monocyte,19406,19.8500455182431
551,99825,cd4_t_cell,28946,28.996744302529425
551,99825,nk_cell,21552,21.58978211870774
551,99825,monocyte,22286,22.325068870523417
551,99825,b_cell,11385,11.40495867768595
551,99825,cd8_t_cell,15656,15.683446030553469
552,96514,monocyte,15094,15.639181880348966
552,96514,b_cell,8522,8.829807074621298
552,96514,nk_cell,14878,15.415380152102284
552,96514,cd4_t_cell,35015,36.279710715543864
552,96514,cd8_t_cell,23005,23.835920177383592
553,94299,cd4_t_cell,23604,25.03101835650431
553,94299,monocyte,19847,21.046882787728396
553,94299,b_cell,17161,18.198496272494936
553,94299,nk_cell,17193,18.232430884738967
553,94299,cd8_t_cell,16494,17.49117169853339
554,107069,b_cell,6617,6.180126834097638
554,107069,nk_cell,10591,9.891752047744912
554,107069,cd4_t_cell,40713,38.025011908208725
554,107069,monocyte,20480,19.127852132736834
554,107069,cd8_t_cell,28668,26.77525707721189
555,102840,cd8_t_cell,28122,27.34539089848308
555,102840,monocyte,25327,24.627576818358616
555,102840,b_cell,10822,10.523142746013225
555,102840,nk_cell,17198,16.723064955270324
555,102840,cd4_t_cell,21371,20.780824581874757
556,104133,nk_cell,19635,18.855694160352627
556,104133,cd4_t_cell,31423,30.17583282917039
556,104133,monocyte,19447,18.675155810357907
556,104133,cd8_t_cell,27680,26.581391105605334
556,104133,b_cell,5948,5.711926094513746
557,104558,nk_cell,15007,14.352799403202052
557,104558,cd4_t_cell,32733,31.306069358633486
557,104558,monocyte,17277,16.52384322576943
557,104558,cd8_t_cell,28840,27.582777023278947
557,104558,b_cell,10701,10.234510989116089
558,104918,b_cell,9434,8.991784059932519
558,104918,monocyte,19479,18.565927676852397
558,104918,nk_cell,11989,11.427019195943497
558,104918,cd4_t_cell,42121,40.14659067080959
558,104918,cd8_t_cell,21895,20.868678396462
559,106917,b_cell,9670,9.04439892626991
559,106917,nk_cell,15880,14.85264270415369
559,106917,monocyte,22352,20.90593638055688
559,106917,cd4_t_cell,32550,30.444176323690343
559,106917,cd8_t_cell,26465,24.752845665329183
560,91448,cd4_t_cell,24632,26.935526200682354
560,91448,b_cell,15285,16.714416936401015
560,91448,monocyte,16698,18.259557344064387
560,91448,cd8_t_cell,23730,25.949173300673607
560,91448,nk_cell,11103,12.141326218178637
561,97453,monocyte,12964,13.302822899243738
561,97453,b_cell,14505,14.884097975434313
561,97453,cd8_t_cell,27468,28.185894739002393
561,97453,nk_cell,14087,14.455173263008836
561,97453,cd4_t_cell,28429,29.172011123310725
562,99194,b_cell,12052,12.149928423090106
562,99194,monocyte,23395,23.58509587273424
562,99194,cd4_t_cell,34411,34.690606286670565
562,99194,cd8_t_cell,14887,15.007964191382545
562,99194,nk_cell,14449,14.566405226122548
563,102599,monocyte,24817,24.188344915642453
563,102599,cd8_t_cell,26575,25.901811908498136
563,102599,b_cell,10837,10.562481115800349
563,102599,cd4_t_cell,25341,24.69907114104426
563,102599,nk_cell,15029,14.648290919014805
564,109932,monocyte,25247,22.966015354946695
564,109932,cd4_t_cell,31389,28.553105556161988
564,109932,cd8_t_cell,21319,19.392897427500635
564,109932,nk_cell,20124,18.30586180547975
564,109932,b_cell,11853,10.782119855910926
565,99540,b_cell,10498,10.546513964235483
565,99540,monocyte,8042,8.079164155113522
565,99540,nk_cell,17199,17.27848101265823
565,99540,cd8_t_cell,22857,22.96262808921037
565,99540,cd4_t_cell,40944,41.133212778782394
566,98928,b_cell,13525,13.671559113698853
566,98928,monocyte,16278,16.454391072295003
566,98928,nk_cell,11867,11.995592754326378
566,98928,cd8_t_cell,19529,19.7406194404011
566,98928,cd4_t_cell,37729,38.13783761927867
567,90612,monocyte,16385,18.082593916920498
567,90612,nk_cell,11980,13.221206904162806
567,90612,cd4_t_cell,24399,26.92689709972189
567,90612,cd8_t_cell,27599,30.458438175959035
567,90612,b_cell,10249,11.310863903235774
568,96983,b_cell,8650,8.91908891248982
568,96983,nk_cell,16971,17.498943113741582
568,96983,monocyte,22742,23.449470525762248
568,96983,cd8_t_cell,23862,24.60431209593434
568,96983,cd4_t_cell,24758,25.528185352072015
569,90438,nk_cell,15887,17.56673079900042
569,90438,monocyte,18324,20.26139454654017
569,90438,b_cell,11000,12.163028815320994
569,90438,cd8_t_cell,19062,21.077423207058978
569,90438,cd4_t_cell,26165,28.931422632079435
570,107229,cd8_t_cell,23459,21.87747717501795
570,107229,b_cell,17571,16.386425314047507
570,107229,nk_cell,16209,15.116246537783622
570,107229,cd4_t_cell,34858,32.50799690382266
570,107229,monocyte,15132,14.111854069328261
571,94656,cd8_t_cell,14642,15.468644354293442
571,94656,cd4_t_cell,26462,27.955966869506423
571,94656,nk_cell,23613,24.94612068965517
571,94656,b_cell,7034,7.431118999323867
571,94656,monocyte,22905,24.198149087221097
572,96102,b_cell,10203,10.616844602609728
572,96102,monocyte,16683,17.359680339639134
572,96102,nk_cell,14229,14.806143472560404
572,96102,cd8_t_cell,22561,23.476098312209945
572,96102,cd4_t_cell,32426,33.74123327298079
573,98544,monocyte,22645,22.97958272446826
573,98544,cd8_t_cell,22285,22.614263679168698
573,98544,b_cell,9195,9.330857282026303
573,98544,nk_cell,10680,10.837798343886995
573,98544,cd4_t_cell,33739,34.23749797044975
574,109293,nk_cell,16498,15.095202803473232
574,109293,b_cell,8249,7.547601401736616
574,109293,cd4_t_cell,34229,31.318565690391882
574,109293,monocyte,22171,20.285837153340104
574,109293,cd8_t_cell,28146,25.75279295105816
575,98367,cd4_t_cell,29998,30.495999674687653
575,98367,cd8_t_cell,28918,29.398070491119988
575,98367,b_cell,8446,8.586212855937458
575,98367,monocyte,18247,18.54992019681397
575,98367,nk_cell,12758,12.969796781440932
576,104524,cd8_t_cell,33813,32.3495082469098
576,104524,cd4_t_cell,26716,25.55968007347595
576,104524,nk_cell,12937,12.377061727450155
576,104524,b_cell,11393,10.89988902070338
576,104524,monocyte,19665,18.813860931460717
577,96755,cd4_t_cell,25469,26.32318743217405
577,96755,cd8_t_cell,27179,28.090537956694746
577,96755,monocyte,17648,18.239884243708335
577,96755,nk_cell,13572,14.027182057774793
577,96755,b_cell,12887,13.319208309648081
578,107817,cd4_t_cell,30848,28.61144346438873
578,107817,nk_cell,16904,15.678418060231689
578,107817,b_cell,7435,6.895944053349658
578,107817,cd8_t_cell,24249,22.490887336876376
578,107817,monocyte,28381,26.323307085153548
579,109988,nk_cell,15762,14.330654253191257
579,109988,cd4_t_cell,34934,31.761646725097282
579,109988,monocyte,24851,22.594283012692294
579,109988,cd8_t_cell,25746,23.40800814634324
579,109988,b_cell,8695,7.905407862675928
580,104171,cd8_t_cell,31690,30.421134480805602
580,104171,cd4_t_cell,27201,26.111873746052165
580,104171,b_cell,8141,7.815034894548386
580,104171,nk_cell,12979,12.459321692217603
580,104171,monocyte,24160,23.192635186376247
581,109181,cd8_t_cell,21398,19.598648116430514
581,109181,b_cell,13723,12.569036737161227
581,109181,cd4_t_cell,42088,38.54883175644114
581,109181,nk_cell,14113,12.926241745358624
581,109181,monocyte,17859,16.357241644608493
582,96195,nk_cell,20424,21.23187275845938
582,96195,cd4_t_cell,31266,32.50272883205988
582,96195,cd8_t_cell,17637,18.334632777171368
582,96195,monocyte,20111,20.906492021414834
582,96195,b_cell,6757,7.024273610894537
583,105715,nk_cell,13511,12.78058932034243
583,105715,cd8_t_cell,23040,21.794447334815306
583,105715,monocyte,22000,20.810670198174336
583,105715,cd4_t_cell,37938,35.88705481719718
583,105715,b_cell,9226,8.727238329470746
584,93520,nk_cell,15966,17.07228400342173
584,93520,cd8_t_cell,25108,26.847733105218136
584,93520,cd4_t_cell,32500,34.7519247219846
584,93520,monocyte,14089,15.065226689478187
584,93520,b_cell,5857,6.262831479897348
585,95591,nk_cell,12169,12.730277955037609
585,95591,b_cell,7359,7.698423491751316
585,95591,monocyte,13590,14.216819575064598
585,95591,cd4_t_cell,32609,34.11304411503175
585,95591,cd8_t_cell,29864,31.24143486311473
586,97970,nk_cell,8215,8.385219965295498
586,97970,b_cell,13164,13.436766357048077
586,97970,cd8_t_cell,24615,25.12503827702358
586,97970,cd4_t_cell,30068,30.691027865673163
586,97970,monocyte,21908,22.361947534959683
587,104607,b_cell,6919,6.6142801150974595
587,104607,nk_cell,14898,14.241876738650378
587,104607,cd8_t_cell,29973,28.652958215033408
587,104607,monocyte,22111,21.13720879099869
587,104607,cd4_t_cell,30706,29.353676140220063
588,96138,b_cell,7331,7.6254966818531695
588,96138,monocyte,19917,20.71709417712039
588,96138,cd4_t_cell,25098,26.106222305435935
588,96138,nk_cell,17426,18.1260271692775
588,96138,cd8_t_cell,26366,27.42515966631301
589,89545,cd4_t_cell,21190,23.664079513093974
589,89545,b_cell,8829,9.859847004299514
589,89545,nk_cell,14537,16.23429560556145
589,89545,cd8_t_cell,24983,27.899938578368417
589,89545,monocyte,20006,22.341839298676643
590,90170,cd4_t_cell,27114,30.069868027059997
590,90170,b_cell,13074,14.499279139403349
590,90170,cd8_t_cell,18007,19.970056559831427
590,90170,nk_cell,14173,15.718088055894421
590,90170,monocyte,17802,19.742708217810804
591,97768,cd8_t_cell,25164,25.73848293920301
591,97768,cd4_t_cell,26247,26.84620734800753
591,97768,b_cell,12431,12.714794206693398
591,97768,nk_cell,14949,15.29027902790279
591,97768,monocyte,18977,19.410236478193273
592,96275,nk_cell,13658,14.186445079200208
592,96275,cd8_t_cell,24853,25.81459361204882
592,96275,b_cell,14861,15.435990651778758
592,96275,cd4_t_cell,28451,29.551804726045184
592,96275,monocyte,14452,15.011165930927032
593,107174,cd4_t_cell,28194,26.306753503648274
593,107174,b_cell,17160,16.011346035419038
593,107174,monocyte,19265,17.97544180491537
593,107174,cd8_t_cell,30736,28.67859742101629
593,107174,nk_cell,11819,11.027861235001026
594,105654,b_cell,4228,4.001741533685426
594,105654,cd4_t_cell,36043,34.11418403467923
594,105654,cd8_t_cell,29581,27.997993450318965
594,105654,monocyte,21807,20.640013629394062
594,105654,nk_cell,13995,13.246067351922314
595,94159,cd8_t_cell,16834,17.87826973523508
595,94159,cd4_t_cell,30415,32.30174492082541
595,94159,b_cell,8502,9.02940770399006
595,94159,monocyte,22786,24.199492348049574
595,94159,nk_cell,15622,16.59108529189987
596,103527,nk_cell,15632,15.099442657470998
596,103527,b_cell,5521,5.332908323432535
596,103527,monocyte,24897,24.048798864064448
596,103527,cd4_t_cell,31170,30.10808774522588
596,103527,cd8_t_cell,26307,25.410762409806136
597,100308,nk_cell,13096,13.05578817242892
597,100308,cd8_t_cell,24219,24.144634525660962
597,100308,cd4_t_cell,27716,27.630896837739762
597,100308,monocyte,27015,26.932049288192367
597,100308,b_cell,8262,8.236631175977987
598,103750,nk_cell,12216,11.7744578313253
598,103750,b_cell,10416,10.039518072289157
598,103750,cd8_t_cell,23955,23.089156626506025
598,103750,cd4_t_cell,31297,30.165783132530123
598,103750,monocyte,25866,24.931084337349397
599,96210,b_cell,6486,6.741502962270034
599,96210,monocyte,25127,26.116827772580812
599,96210,cd8_t_cell,18093,18.80573744932959
599,96210,nk_cell,14381,14.947510653778192
599,96210,cd4_t_cell,32123,33.38842116204137
600,100392,monocyte,16626,16.561080564188384
600,100392,nk_cell,15925,15.862817754402741
600,100392,cd4_t_cell,27610,27.502191409674076
600,100392,b_cell,13439,13.386524822695037
600,100392,cd8_t_cell,26792,26.687385449039763
601,90985,cd4_t_cell,25251,27.752926306534043
601,90985,nk_cell,14222,15.631147991427158
601,90985,cd8_t_cell,25487,28.012309721382643
601,90985,b_cell,11004,12.094301258449194
601,90985,monocyte,15021,16.50931472220696
602,102526,nk_cell,16901,16.4845990285391
602,102526,cd8_t_cell,27047,26.380625402336968
602,102526,b_cell,8798,8.581237929890955
602,102526,monocyte,21786,21.249244094180987
602,102526,cd4_t_cell,27994,27.304293545051987
603,105149,cd8_t_cell,25412,24.167609772798603
603,105149,monocyte,16946,16.116177995035617
603,105149,b_cell,10184,9.685303711875529
603,105149,cd4_t_cell,35188,33.46489267610724
603,105149,nk_cell,17419,16.566015844183017
604,101247,cd4_t_cell,33831,33.41432338735962
604,101247,cd8_t_cell,27791,27.448714529813227
604,101247,monocyte,15261,15.073039201161517
604,101247,b_cell,10481,10.351911661580097
604,101247,nk_cell,13883,13.712011220085532
605,103851,monocyte,25504,24.55826135521083
605,103851,b_cell,8970,8.637374700291764
605,103851,cd8_t_cell,18459,17.7745038564867
605,103851,cd4_t_cell,31271,30.111409615699415
605,103851,nk_cell,19647,18.918450472311292
606,96376,nk_cell,20536,21.30820951274176
606,96376,cd8_t_cell,21203,22.00029052876235
606,96376,b_cell,8007,8.30808500041504
606,96376,monocyte,18924,19.635593923798456
606,96376,cd4_t_cell,27706,28.747821034282396
607,92742,cd4_t_cell,26863,28.965301589355413
607,92742,cd8_t_cell,17247,18.596752280520153
607,92742,nk_cell,12284,13.245347307584481
607,92742,b_cell,9056,9.76472364193138
607,92742,monocyte,27292,29.42787518060857
608,104911,b_cell,21038,20.05318794025412
608,104911,cd8_t_cell,33477,31.909904585791764
608,104911,cd4_t_cell,26358,25.12415285337095
608,104911,monocyte,13052,12.441021437218215
608,104911,nk_cell,10986,10.471733183364949
609,91162,cd8_t_cell,24668,27.05952041420767
609,91162,monocyte,21500,23.584388231938746
609,91162,nk_cell,13428,14.729821636208069
609,91162,b_cell,8823,9.678374761413746
609,91162,cd4_t_cell,22743,24.947894956231764
610,106876,cd4_t_cell,27130,25.384557805307082
610,106876,monocyte,19292,18.050825255436205
610,106876,b_cell,13248,12.395673490774357
610,106876,nk_cell,16374,15.32055840413189
610,106876,cd8_t_cell,30832,28.84838504435046
611,91548,b_cell,9143,9.987110586795998
611,91548,monocyte,18168,19.845327041551972
611,91548,nk_cell,14641,15.992703281338752
611,91548,cd8_t_cell,22996,25.11906322366409
611,91548,cd4_t_cell,26600,29.05579586664919
612,92642,b_cell,10422,11.249757129595647
612,92642,cd8_t_cell,22265,24.033375790678093
612,92642,cd4_t_cell,27955,30.175298460741352
612,92642,monocyte,16429,17.73385721379072
612,92642,nk_cell,15571,16.80771140519419
613,108460,cd8_t_cell,28741,26.49917020099576
613,108460,nk_cell,14141,13.037986354416375
613,108460,cd4_t_cell,31018,28.598561681725982
613,108460,b_cell,6418,5.9173888991333214
613,108460,monocyte,28142,25.946892863728564
614,99841,b_cell,11374,11.39211346040204
614,99841,cd8_t_cell,26763,26.805620937290293
614,99841,monocyte,16884,16.91088831241674
614,99841,cd4_t_cell,31646,31.69639727166194
614,99841,nk_cell,13174,13.194980018228982
615,99443,cd4_t_cell,31595,31.771969872188087
615,99443,b_cell,9374,9.426505636394719
615,99443,monocyte,24388,24.524602033325625
615,99443,cd8_t_cell,18545,18.64887422945808
615,99443,nk_cell,15541,15.62804822863349
616,106797,monocyte,20839,19.512720394767644
616,106797,cd8_t_cell,24762,23.186044551813254
616,106797,cd4_t_cell,37572,35.180763504592825
616,106797,b_cell,11333,10.611721303032857
616,106797,nk_cell,12291,11.508750245793422
617,103606,nk_cell,17144,16.547304210180876
617,103606,cd4_t_cell,25677,24.783313707700326
617,103606,b_cell,8827,8.51977684690076
617,103606,monocyte,22590,21.803756539196574
617,103606,cd8_t_cell,29368,28.345848696021463
618,103040,cd4_t_cell,44377,43.067740683229815
618,103040,monocyte,15433,14.977678571428571
618,103040,cd8_t_cell,22326,21.667313664596275
618,103040,nk_cell,9251,8.978066770186336
618,103040,b_cell,11653,11.309200310559007
619,106259,cd4_t_cell,30486,28.690275647239293
619,106259,b_cell,6917,6.509566248506009
619,106259,cd8_t_cell,18625,17.527927046179617
619,106259,nk_cell,24490,23.04745950931215
619,106259,monocyte,25741,24.224771548762927
620,100720,monocyte,24789,24.611795075456712
620,100720,cd8_t_cell,16124,16.008737092930897
620,100720,nk_cell,9719,9.649523431294678
620,100720,b_cell,12179,12.091938046068309
620,100720,cd4_t_cell,37909,37.638006354249406
621,101259,monocyte,13064,12.901569243227762
621,101259,b_cell,10202,10.075153813488184
621,101259,cd4_t_cell,32090,31.691010181810995
621,101259,cd8_t_cell,22492,22.21234655684927
621,101259,nk_cell,23411,23.119920204623785
622,102226,monocyte,19594,19.167335120223818
622,102226,cd8_t_cell,35571,34.79643143622953
622,102226,nk_cell,17827,17.438812043902725
622,102226,cd4_t_cell,17559,17.176647819537106
622,102226,b_cell,11675,11.420773580106822
623,100146,cd4_t_cell,27307,27.267189902741997
623,100146,b_cell,7292,7.281369200966589
623,100146,cd8_t_cell,28875,28.832903960218083
623,100146,nk_cell,16386,16.362111317476487
623,100146,monocyte,20286,20.25642561859685
624,102890,cd8_t_cell,28232,27.43901253766158
624,102890,monocyte,14076,13.680629798814268
624,102890,cd4_t_cell,35858,34.8508115463116
624,102890,b_cell,11714,11.384974244338613
624,102890,nk_cell,13010,12.644571872873945
625,95251,monocyte,19280,20.241257309634545
625,95251,cd4_t_cell,24059,25.25852746952788
625,95251,nk_cell,12948,13.593558072881123
625,95251,b_cell,10852,11.39305624087936
625,95251,cd8_t_cell,28112,29.51360090707709
626,109633,nk_cell,10168,9.274579734204117
626,109633,cd4_t_cell,42872,39.105014001258745
626,109633,monocyte,20997,19.15208012186112
626,109633,cd8_t_cell,27700,25.26611512956865
626,109633,b_cell,7896,7.202211013107368
627,93635,nk_cell,13114,14.005446681262349
627,93635,monocyte,16749,17.887542051583274
627,93635,cd8_t_cell,25409,27.13622043039462
627,93635,b_cell,9536,10.184225983873551
627,93635,cd4_t_cell,28827,30.786564852886205
628,95360,b_cell,5937,6.225880872483222
628,95360,cd4_t_cell,31446,32.97609060402685
628,95360,monocyte,15599,16.358011744966444
628,95360,cd8_t_cell,24245,25.424706375838923
628,95360,nk_cell,18133,19.015310402684563
629,103461,monocyte,27101,26.194411420728585
629,103461,nk_cell,14439,13.955983414040073
629,103461,b_cell,4377,4.230579638704439
629,103461,cd4_t_cell,35518,34.32984409584287
629,103461,cd8_t_cell,22026,21.289181430684025
630,98871,b_cell,4944,5.0004551385138205
630,98871,cd4_t_cell,34584,34.97891191552629
630,98871,monocyte,13665,13.821039536365568
630,98871,cd8_t_cell,23647,23.917023191835828
